부품명,Part No,제목,정리,부품체계_1,부품체계_2,부품체계_3,data,target,target_빈도,data_len,predict
"GLASS ASSY-RR DR,RH",83420-K0010,"GLASS ASSY-RR DR,RH 이종",이종,TRIM,DOOR TRIMS-REAR,글라스_도어,이종 TRIM DOOR TRIMSREAR 글라스도어,이종,199,5,이종
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"CHANNEL ASSY-RR DR DIV,LH",83510-M0000,(GM202) CHNL RRDR DIV - DAMAGE / 335600,DAMAGE,TRIM,DOOR TRIMS-REAR,찬넬_도어디비젼,DAMAGE TRIM DOOR TRIMSREAR 찬넬도어디비젼,파손,546,5,파손
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"CHANNEL ASSY-RR DR DIVISION,RH",83520-R1100,Missing subpart,MISSING SUBPART,TRIM,DOOR TRIMS-REAR,찬넬_도어디비젼,MISSING SUBPART TRIM DOOR TRIMSREAR 찬넬도어디비젼,서브파트누락,116,6,서브파트누락
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"RUN ASSY-RR DR WDW GLASS,RH",83540-A9000,"RUN ASSY-RR DR WDW GLASS,RH-Bubbles",BUBBLES,TRIM,DOOR TRIMS-REAR,런_도어윈도우글라스,BUBBLES TRIM DOOR TRIMSREAR 런도어윈도우글라스,기포,477,5,기포
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"HDL ASSY-RR DR I/S,LH",83610-J0000SFS,"HC-HDL ASSY-RR DR I/S,LH, Deformation-SAMBOA T CO",DEFORMATION,TRIM,DOOR TRIMS-REAR,핸들_인사이드도어,DEFORMATION TRIM DOOR TRIMSREAR 핸들인사이드도어,홀위치불량,28,5,휨
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"HDL ASSY-RR DR I/S,RH",83620-J0000SFS,"HC-HDL ASSY-RR DR I/S,RH DEFORMATION-SAMBO AT",DEFORMATION,TRIM,DOOR TRIMS-REAR,핸들_인사이드도어,DEFORMATION TRIM DOOR TRIMSREAR 핸들인사이드도어,홀위치불량,28,5,휨
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scratch,SCRATCH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRATCH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,스크래치
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Scracth,SCRACTH,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,SCRACTH TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,5,핀홀
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Abnormal Noise,ABNORMAL NOISE,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,ABNORMAL NOISE TRIM DOOR TRIMSREAR 핸들아웃사이드도어,노이즈,404,6,노이즈
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Abnormal Noise,ABNORMAL NOISE,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,ABNORMAL NOISE TRIM DOOR TRIMSREAR 핸들아웃사이드도어,노이즈,404,6,노이즈
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,Abnormal Noise,ABNORMAL NOISE,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,ABNORMAL NOISE TRIM DOOR TRIMSREAR 핸들아웃사이드도어,노이즈,404,6,노이즈
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,A/N,,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어, TRIM DOOR TRIMSREAR 핸들아웃사이드도어,A/N,15,5,핀홀
"HDL ASSY-RR DR O/S,LH",83650-D3010CR,A/N,,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어, TRIM DOOR TRIMSREAR 핸들아웃사이드도어,A/N,15,5,핀홀
"HDL ASSY-RR DR O/S,LH         ",83650-J9000PYW,Wrg label,WRG,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,WRG TRIM DOOR TRIMSREAR 핸들아웃사이드도어,라벨이종,8,5,라벨이종
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
"HDL ASSY-RR DR O/S,LH",83650-J9000YG7,WRONG QR,WRONG QR,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,WRONG QR TRIM DOOR TRIMSREAR 핸들아웃사이드도어,라벨이종,8,6,이색
"GARNISH ASSY-RR DR SIDE,RH",87732-H0500,"G-PLATECH_GARNISH ASSY-RR DR SIDE,RH_ADHESIVE PROBLEM (K200400269) ",ADHESIVE PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_도어사이드,ADHESIVE PROBLEM TRIM EXTERIOR TRIMS 가니쉬도어사이드,접착력부족,71,6,접착력부족
GARNISH ASSY-TAIL GATE,87310-H0200,MOBIS KIMCHEON_GARNISH ASSY-TAILGATE_MOLDING PROBLEM (K200800832) 318890,MOLDING PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,MOLDING PROBLEM TRIM EXTERIOR TRIMS 가니쉬테일게이트,찍힘,66,6,찍힘
GARNISH ASSY-TAIL GATE,87310-H0200,(FX436) GARNISH ASSY-TAILGATE - Button Inop_R20200831TF11,INOP,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,INOP TRIM EXTERIOR TRIMS 가니쉬테일게이트,작동불량,381,5,작동불량
"HDL ASSY-RR DR O/S,LH",83650-M0010SAW,"HDL ASSY-RR DR O/S,LH - DAMAGE OF PARTS",DAMAGE PART,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,DAMAGE PART TRIM DOOR TRIMSREAR 핸들아웃사이드도어,파손,546,6,파손
GARNISH ASSY-TAIL GATE,87310-H0210,MOBIS KIMCHEON_GARNISH ASSY-TAILGATE_MOLDING PROBLEM (K200800112) 318382,MOLDING PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,MOLDING PROBLEM TRIM EXTERIOR TRIMS 가니쉬테일게이트,찍힘,66,6,찍힘
GARNISH ASSY-TAIL GATE,87310-H0210,(FX397) Garnish T/Gate - Dimension Out of Spec,DIMENSION SPEC,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DIMENSION SPEC TRIM EXTERIOR TRIMS 가니쉬테일게이트,치수불량,242,6,치수불량
GARNISH ASSY-TAILGATE,87370-M0000MZH,(GX343) GARNISH ASSY-TAILGATE STRIP - PAINTED,PAINTED,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINTED TRIM EXTERIOR TRIMS 가니쉬테일게이트,도장부분이색,7,5,미성형
GARNISH ASSY-TAILGATE,87370-M0000MZH,(GX323) GARNISH ASSY-TAILGATE - PAINT DEFECT_R20200423TF05,PAINT DEFECT,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINT DEFECT TRIM EXTERIOR TRIMS 가니쉬테일게이트,스크래치,892,6,스크래치
"HDL ASSY-FR DR O/S,LH",83650-Q6100CR,"HDL ASSY-FR DR O/S,LH Bubble, Scratch & Dent",BUBBLE SCRATCH DENT,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,BUBBLE SCRATCH DENT TRIM DOOR TRIMSREAR 핸들아웃사이드도어,스크래치,892,7,스크래치
"HDL ASSY-RR DR O/S,LH",83650-S1000ST2,WRONG COLOR,WRONG COLOR,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,WRONG COLOR TRIM DOOR TRIMSREAR 핸들아웃사이드도어,이색,76,6,이색
"HDL ASSY-RR DR O/S,LH",83650-S1010ST2,WRONG COLOR,WRONG COLOR,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,WRONG COLOR TRIM DOOR TRIMSREAR 핸들아웃사이드도어,이색,76,6,이색
"HDL ASSY-RR DR O/S,LH",83650-S1020ST2,WRONG COLOR,WRONG COLOR,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,WRONG COLOR TRIM DOOR TRIMSREAR 핸들아웃사이드도어,이색,76,6,이색
"HDL-RR DR O/S,LH",83651-H0010R4R,(FM175) HDL DR O/S - DEFORMATION AFTER MOLDING,DEFORMATION MOLDING,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,DEFORMATION MOLDING TRIM DOOR TRIMSREAR 핸들아웃사이드도어,휨,619,6,깨짐
GARNISH ASSY-TAILGATE,87370-M0000MZH,(GX323) GARNISH ASSY-TAILGATE - PAINT DEFECT,PAINT DEFECT,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINT DEFECT TRIM EXTERIOR TRIMS 가니쉬테일게이트,스크래치,892,6,스크래치
"HDL-RR DR O/S,LH",83651-L1020ST2,WRONG COLOR,WRONG COLOR,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,WRONG COLOR TRIM DOOR TRIMSREAR 핸들아웃사이드도어,이색,76,6,이색
"HDL-RR DR O/S,LH",83651-R1010SAW,"BR2 - HDL-RR DR O/S,LH - PART WITH BURR",PART BURR,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,PART BURR TRIM DOOR TRIMSREAR 핸들아웃사이드도어,버,382,6,버
"HDL-RR DR O/S,LH",83651-R1020CR,Burr,BURR,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,BURR TRIM DOOR TRIMSREAR 핸들아웃사이드도어,버,382,5,버
"HDL-RR DR O/S,LH",83651-S9000EB,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000EB,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000ERG,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000ERG,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000ERG,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000ERG,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
GARNISH ASSY-TAILGATE,87370-M0000MZH,(GX284) GARNISH ASSY-TAILGATE - PAINT DEFECT (BUBBLES AFTER PAINT),PAINT DEFECT BUBBLES PAINT,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINT DEFECT BUBBLES PAINT TRIM EXTERIOR TRIMS 가니쉬테일게이트,도장기포,21,8,이물유입
"HDL-RR DR O/S,LH",83651-S9000GMS,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000GMS,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000KDG,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000KDG,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000KDG,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000M2R,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000M2R,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000M2R,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000SWP,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000SWP,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000SWP,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
"HDL-RR DR O/S,LH",83651-S9000SWP,"ON_삼보에이앤티(주)_HDL-RR DR O/S,LH_기포",기포,TRIM,DOOR TRIMS-REAR,핸들_아웃사이드도어,기포 TRIM DOOR TRIMSREAR 핸들아웃사이드도어,기포,477,5,기포
GARNISH ASSY-TAILGATE,87370-M0000MZH,(GX284) GARNISH ASSY-TAILGATE - PAINT DEFECT (BUBBLE)_R20200529TA05,PAINT DEFECT BUBBLE,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINT DEFECT BUBBLE TRIM EXTERIOR TRIMS 가니쉬테일게이트,도장기포,21,7,이물유입
